site_name,,BCD,BNM,Cultural Venue Type,latitude,longitude
"Cinema Museum, Ronald Grant Archive",,E09000022,Lambeth,Archives,51.49228045,-0.105168913
Topolski Century,,E09000022,Lambeth,Archives,51.50484918,-0.115769002
Black Cultural Archives,,E09000022,Lambeth,Archives,51.46051638,-0.114572316
Lambeth Archives,,E09000022,Lambeth,Archives,51.47129501,-0.105390235
European Movement,,E09000022,Lambeth,Archives,51.49222021,-0.11986521
International Fund for Animal Welfare Charitable Trust,,E09000022,Lambeth,Archives,51.48796534,-0.123713335
Ramblers Association,,E09000022,Lambeth,Archives,51.48796534,-0.123713335
King's College London: St Thomas' House Library,,E09000022,Lambeth,Archives,51.49948958,-0.118384483
Marine Society,,E09000022,Lambeth,Archives,51.49554589,-0.116400357
Sea Cadet Association,,E09000022,Lambeth,Archives,51.49554589,-0.116400357
Garden Museum Archives,,E09000022,Lambeth,Archives,51.49504923,-0.12019536
Rambert Dance Company Archives,,E09000022,Lambeth,Archives,51.50617404,-0.113523269
Countryside Alliance,,E09000022,Lambeth,Archives,51.48681908,-0.111128096
D'Oyly Carte Opera Company,,E09000022,Lambeth,Archives,51.48847861,-0.11087226
Sir Arthur Sullivan Society,,E09000022,Lambeth,Archives,51.44132765,-0.128128304
Society for Cooperation in Russian and Soviet Studies,,E09000022,Lambeth,Archives,51.4692849,-0.112903029
World Development Movement,,E09000022,Lambeth,Archives,51.46394243,-0.113972754
Catholic Truth Society,,E09000022,Lambeth,Archives,51.48531584,-0.120552493
Type Museum,,E09000022,Lambeth,Archives,51.47344231,-0.115870702
Socialist Party of Great Britain,,E09000022,Lambeth,Archives,51.46389204,-0.132733683
Musicians Union,,E09000022,Lambeth,Archives,51.47964474,-0.115154428
United Medical and Dental Schools: St Thomas's Hospital,,E09000022,Lambeth,Archives,51.49699222,-0.120230644
"British Film Institute, Special Collections",,E09000022,Lambeth,Archives,51.5069462,-0.115937366
Hayward Gallery Library and Archives,,E09000022,Lambeth,Archives,51.50613299,-0.115444817
Southbank Centre Archive,,E09000022,Lambeth,Archives,51.50576807,-0.116800006
National Theatre Archive,,E09000022,Lambeth,Archives,51.50233994,-0.10885803
Greenwich Heritage Centre,,E09000011,Greenwich,Archives,51.49430805,0.069422401
National Maritime Museum: The Caird Library and Archive,,E09000011,Greenwich,Archives,51.48094088,-0.005215641
University of Greenwich,,E09000011,Greenwich,Archives,51.48296792,-0.006397414
EMI Group Archive Trust,,E09000017,Hillingdon,Archives,51.5081604,-0.430243685
London School of Theology,,E09000017,Hillingdon,Archives,51.61294959,-0.431728976
Brunel University Archives,,E09000017,Hillingdon,Archives,51.53662881,-0.471007019
British Airways Heritage Collection,,E09000017,Hillingdon,Archives,51.48549094,-0.487020906
"Hillingdon Local Studies, Archives and Museums Service",,E09000017,Hillingdon,Archives,51.54518515,-0.478276716
SADAA (South Asian Diaspora Arts Archive),,E09000017,Hillingdon,Archives,51.53283992,-0.472835336
Brunel University Library,,E09000017,Hillingdon,Archives,51.53283992,-0.472835336
Lewisham Local History and Archives Centre,,E09000023,Lewisham,Archives,51.4592745,-0.011657207
IRIE! dance theatre,,E09000023,Lewisham,Archives,51.47785681,-0.035301972
MAKE Resource Centre Collections (formerly the Women's Art Library),,E09000023,Lewisham,Archives,51.47414396,-0.035375199
London University: Goldsmiths Library: Special Collections and Archives,,E09000023,Lewisham,Archives,51.47414396,-0.035375199
Horniman Museum and Gardens,,E09000023,Lewisham,Archives,51.44113087,-0.060736392
Illustrated London News Picture Library,,E09000023,Lewisham,Archives,51.46670535,0.006662793
Bible Churchmens Missionary Society,,E09000023,Lewisham,Archives,51.46925434,-0.026960722
Trinity Laban Conservatoire of Music and Dance: Laban Archive,,E09000023,Lewisham,Archives,51.48032533,-0.019007985
Haberdashers' Aske's Federation Trust: Hatcham College,,E09000023,Lewisham,Archives,51.46768411,-0.042722194
Royal Institution of Great Britain,,E09000033,City of Westminster,Archives,51.50994668,-0.14255344
Institution of Mechanical Engineers Archive,,E09000033,City of Westminster,Archives,51.50120342,-0.129955923
Girlguiding UK,,E09000033,City of Westminster,Archives,51.49875796,-0.143008591
The Theatres Trust Resource Centre,,E09000033,City of Westminster,Archives,51.51060881,-0.12820152
National Institute of Economic and Social Research,,E09000033,City of Westminster,Archives,51.49570564,-0.128063247
Blind Veterans UK,,E09000033,City of Westminster,Archives,51.52012515,-0.164755341
Royal Humane Society,,E09000033,City of Westminster,Archives,51.51055883,-0.118893777
University of Westminster Archives,,E09000033,City of Westminster,Archives,51.51819661,-0.141078952
Royal Academy of Music Library,,E09000033,City of Westminster,Archives,51.52349886,-0.151674537
Tate Gallery Archive,,E09000033,City of Westminster,Archives,51.49087146,-0.127180936
Royal Commission for the Exhibition of 1851,,E09000033,City of Westminster,Archives,51.49874348,-0.177630777
Zoological Society of London,,E09000033,City of Westminster,Archives,51.53572042,-0.155706918
Royal Over-Seas League,,E09000033,City of Westminster,Archives,51.50631997,-0.140683595
Parliamentary Archives,,E09000033,City of Westminster,Archives,51.49984153,-0.124637491
Association of Directors of Adult Social Services,,E09000033,City of Westminster,Archives,51.49557688,-0.126757514
French Protestant Church,,E09000033,City of Westminster,Archives,51.51580427,-0.133133904
London Library,,E09000033,City of Westminster,Archives,51.50734035,-0.136981791
Royal Institute of International Affairs,,E09000033,City of Westminster,Archives,51.50778656,-0.136199821
Royal Opera House Collections,,E09000033,City of Westminster,Archives,51.51304711,-0.122653705
"RSA (The Royal Society for the Encouragement of Arts, Manufactures and Commerce)",,E09000033,City of Westminster,Archives,51.50939707,-0.122717356
Royal Institution of Naval Architects,,E09000033,City of Westminster,Archives,51.50743401,-0.125363147
Royal Society,,E09000033,City of Westminster,Archives,51.50587456,-0.132459245
Law Society of England and Wales,,E09000033,City of Westminster,Archives,51.51495084,-0.111837845
Imperial College Archives and Corporate Records Unit,,E09000033,City of Westminster,Archives,51.49886271,-0.174888563
Science Museum Library (Documentation),,E09000033,City of Westminster,Archives,51.49832104,-0.178223934
University of the Arts London: Chelsea College of Art and Design,,E09000033,City of Westminster,Archives,51.49055367,-0.129232572
National Liberal Club,,E09000033,City of Westminster,Archives,51.50604245,-0.123820779
Royal Society of Medicine,,E09000033,City of Westminster,Archives,51.51600691,-0.147048706
Radio Centre,,E09000033,City of Westminster,Archives,51.51256293,-0.131191151
Chemical Industries Association,,E09000033,City of Westminster,Archives,51.49575664,-0.126188277
"London University: London School of Economics, The Women's Library",,E09000033,City of Westminster,Archives,51.51483618,-0.11589258
British Universities Film and Video Council,,E09000033,City of Westminster,Archives,51.51637417,-0.137304849
General Dental Council,,E09000033,City of Westminster,Archives,51.51979279,-0.148754417
Wallace Collection,,E09000033,City of Westminster,Archives,51.51716928,-0.152896625
Building Societies Association,,E09000033,City of Westminster,Archives,51.51389915,-0.118583158
Commonwealth Parliamentary Association,,E09000033,City of Westminster,Archives,51.49644332,-0.126390616
Royal National Institute for the Blind,,E09000033,City of Westminster,Archives,51.51655711,-0.14090071
Finance and Leasing Association,,E09000033,City of Westminster,Archives,51.51371733,-0.118460941
Transport for London (TfL) Corporate Archives,,E09000033,City of Westminster,Archives,51.49942609,-0.133501017
Incorporated Council of Law Reporting for England and Wales,,E09000033,City of Westminster,Archives,51.51440862,-0.111672912
Victim Support National Centre,,E09000033,City of Westminster,Archives,51.52097037,-0.143603839
Archives of the British Psychoanalytical Society,,E09000033,City of Westminster,Archives,51.52664589,-0.194378265
Conservative Christian Fellowship,,E09000033,City of Westminster,Archives,51.49272186,-0.125923818
Association of Anaesthetists of Great Britain and Ireland,,E09000033,City of Westminster,Archives,51.51939349,-0.145109412
Garrick Club Library,,E09000033,City of Westminster,Archives,51.51130593,-0.126241768
Royal Geographical Society,,E09000033,City of Westminster,Archives,51.50150309,-0.175244098
Westminster School Archive,,E09000033,City of Westminster,Archives,51.49820881,-0.128263203
St Vincent de Paul Society (England & Wales) Ltd,,E09000033,City of Westminster,Archives,51.51862244,-0.152664835
Football Association,,E09000033,City of Westminster,Archives,51.51516082,-0.13112801
Royal College of Pathologists,,E09000033,City of Westminster,Archives,51.50580651,-0.133268985
London Transport Museum,,E09000033,City of Westminster,Archives,51.5121249,-0.121221618
Air League,,E09000033,City of Westminster,Archives,51.49984047,-0.132461109
Imperial War Museum: Churchill War Rooms,,E09000033,City of Westminster,Archives,51.50217907,-0.129377362
Royal College of Obstetricians and Gynaecologists,,E09000033,City of Westminster,Archives,51.52680999,-0.162093274
Canning House Library,,E09000033,City of Westminster,Archives,51.5003496,-0.154398373
Anglo-Chilean Society,,E09000033,City of Westminster,Archives,51.52207935,-0.146629122
Society of St John the Evangelist,,E09000033,City of Westminster,Archives,51.49775347,-0.128469161
Reform Club,,E09000033,City of Westminster,Archives,51.50660955,-0.13343789
London Business School Library,,E09000033,City of Westminster,Archives,51.52658256,-0.161352782
Madame Tussaud's Ltd,,E09000033,City of Westminster,Archives,51.5229671,-0.155026018
Marylebone Cricket Club Library,,E09000033,City of Westminster,Archives,51.52943247,-0.17281502
Japan Society,,E09000033,City of Westminster,Archives,51.49808833,-0.136509229
Cayzer Family Archive,,E09000033,City of Westminster,Archives,51.49918072,-0.139043655
Grenadier Guards Regimental Archives,,E09000033,City of Westminster,Archives,51.4999858,-0.137642078
Scots Guards Regimental Headquarters,,E09000033,City of Westminster,Archives,51.4999858,-0.137642078
The Welsh Regiment,,E09000033,City of Westminster,Archives,51.4999858,-0.137642078
Duchy of Cornwall Office,,E09000033,City of Westminster,Archives,51.49993301,-0.141116576
Conservative Party Research Department,,E09000033,City of Westminster,Archives,51.49813388,-0.132588528
Institute for European Environmental Policy,,E09000033,City of Westminster,Archives,51.50034483,-0.133074443
Association of Conservative Clubs Ltd,,E09000033,City of Westminster,Archives,51.50100242,-0.130886294
Advertising Association,,E09000033,City of Westminster,Archives,51.49670957,-0.135196816
Channel 4 Document Archive,,E09000033,City of Westminster,Archives,51.4957021,-0.132918466
City of Westminster Archives Centre,,E09000033,City of Westminster,Archives,51.49755544,-0.130148527
Westminster Baptist Church,,E09000033,City of Westminster,Archives,51.49499663,-0.131535466
Royal Horticultural Society Lindley Libraries,,E09000033,City of Westminster,Archives,51.49436107,-0.134543574
Royal College of Veterinary Surgeons Trust,,E09000033,City of Westminster,Archives,51.49497311,-0.12780514
Mothers' Union,,E09000033,City of Westminster,Archives,51.49665845,-0.128600476
Institution of Civil Engineers,,E09000033,City of Westminster,Archives,51.50110324,-0.128749716
ChurchCare Library,,E09000033,City of Westminster,Archives,51.497938,-0.129326046
The Society of The Faith,,E09000033,City of Westminster,Archives,51.49757121,-0.12831815
Westminster Abbey Library and Muniment Room,,E09000033,City of Westminster,Archives,51.4990043,-0.127394947
Catholic Bishops' Conference of England and Wales,,E09000033,City of Westminster,Archives,51.49106651,-0.144765532
Catholic Education Service,,E09000033,City of Westminster,Archives,51.49106651,-0.144765532
Green Alliance,,E09000033,City of Westminster,Archives,51.49269242,-0.142160353
Royal Society for Asian Affairs,,E09000033,City of Westminster,Archives,51.49372918,-0.148010279
Society of Motor Manufacturers and Traders Ltd,,E09000033,City of Westminster,Archives,51.50108697,-0.152682785
Royal Anglo-Belgian Club,,E09000033,City of Westminster,Archives,51.50247195,-0.158981047
British-German Association,,E09000033,City of Westminster,Archives,51.49860148,-0.151890056
Great Britain - China Centre,,E09000033,City of Westminster,Archives,51.49860801,-0.155160323
"Institute of Materials, Minerals and Mining",,E09000033,City of Westminster,Archives,51.50569129,-0.133374566
Plastics Historical Society,,E09000033,City of Westminster,Archives,51.50569129,-0.133374566
Institute of Directors,,E09000033,City of Westminster,Archives,51.50719177,-0.131598377
British Academy,,E09000033,City of Westminster,Archives,51.5063498,-0.131243765
Town and Country Planning Association,,E09000033,City of Westminster,Archives,51.50671003,-0.130148252
Civic Trust,,E09000033,City of Westminster,Archives,51.50671003,-0.130148252
Federation of British Artists,,E09000033,City of Westminster,Archives,51.50671003,-0.130148252
Athenaeum,,E09000033,City of Westminster,Archives,51.50684074,-0.132707924
Royal Automobile Club,,E09000033,City of Westminster,Archives,51.50592662,-0.135166189
Commonwealth Secretariat,,E09000033,City of Westminster,Archives,51.50514791,-0.135961714
Institute of Contemporary Arts,,E09000033,City of Westminster,Archives,51.50638923,-0.130896308
Royal Albert Hall Archive,,E09000033,City of Westminster,Archives,51.50126863,-0.17751559
Royal College of Music,,E09000033,City of Westminster,Archives,51.4992805,-0.176888956
Royal College of Art,,E09000033,City of Westminster,Archives,51.50135507,-0.178448688
